nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,smoker,nationalité_francaise,revenu_estime_mois,risque_personnel,loyer_mensuel,montant_pret,anciennete_jours,sit_fam_célibataire,sit_fam_divorcé,sit_fam_marié,sit_fam_veuf,region_Auvergne-Rhône-Alpes,region_Bretagne,region_Corse,region_Hauts-de-France,region_Normandie,region_Occitanie,region_Provence-Alpes-Côte d’Azur,region_Île-de-France
Martin,Amanda,-1.694183387514881,-0.34017047689077107,0.6750906855442019,1,1,0.7081788102778006,0,0,1.2857062329985622,0.38231221884994704,0.5190110867944494,0.0855507421450917,0.09284488640533377,0,0,1,0,0,0,0,1,0,0,0,0
Kane,Marvin,0.6822420328766551,-0.08032746800765315,-0.5770605635018623,1,0,0.004643334142492988,1,1,-0.14182433835508915,0.07206660818420094,0.5190110867944494,0.10351348063078097,-0.20052253372665457,1,0,0,0,1,0,0,0,0,0,0,0
Serrano,Laura,-1.218898303436574,2.3581992307416133,-1.4628909684121094,1,1,-1.402427618128122,1,1,1.1131190011034366,1.071746909218272,0.09795724008561602,0.12568675268787963,-1.6274338908183374,0,0,1,0,0,0,0,0,0,0,1,0
Benjamin,Thomas,0.9792952104255971,-0.5000738669726896,0.46861893703128654,1,1,0.004643334142492988,0,1,-0.6214260430686792,-1.0655006309235353,0.5190110867944494,0.15580180334372035,1.2090298044223071,0,0,1,0,0,0,1,0,0,0,0,0
Barajas,Tracy,0.8010633038962319,0.3494128928375055,1.0813738035857436,1,0,-0.6988921419928146,0,1,1.6230752440900387,0.6925578295156931,0.1056242033621125,0.4227159301715835,-1.101455616853885,1,0,0,0,0,0,0,1,0,0,0,0
Mills,Kathleen,0.7416526683864435,1.4787305852910602,0.6218076536699015,0,0,-1.402427618128122,1,0,0.23717375379651817,-0.5484246131472915,0.5190110867944494,0.0,-0.8358626270302506,0,0,1,0,0,0,0,0,0,0,1,0
Villegas,Jonathan,-1.2783089389463622,0.3494128928375055,-0.44385298381611077,0,0,0.7081788102778006,1,1,-0.8009514551404932,0.6580860949972769,0.4415122291431183,0.009414351374897248,-1.2802535119639133,1,0,0,0,0,0,0,0,0,0,0,1
Gomez,Julia,1.4545802945039044,-2.0591319202714002,-0.03090948679028148,1,0,0.7081788102778006,0,1,0.758404539570239,-0.8241984892946215,0.5190110867944494,0.6998619370548183,1.222917019576484,1,0,0,0,0,0,0,0,0,1,0,0
Morton,Rebecca,1.5139909300136927,0.6692196730013426,-1.2830607358363453,1,1,1.411714286413108,1,1,-0.5112824327637499,-1.1344440999603675,0.4363321709434598,0.5048895799343438,-0.22656106214073637,0,0,1,0,0,0,0,0,0,1,0,0
Cummings,Marcus,1.1575271169549624,-0.949802151578087,0.21552453562835894,0,1,-1.402427618128122,0,1,1.0775608276979083,-0.617368082184124,0.3424977754262764,0.3631229492205062,0.2924736042466276,0,0,0,1,0,0,0,0,0,1,0,0
Williams,Daniel,-1.4565408454757274,-1.009765922858806,0.5751850007798883,1,0,0.7081788102778006,1,0,-0.2250825004753507,-0.7552550202577889,0.5190110867944494,0.0,1.566625594642364,0,0,1,0,0,1,0,0,0,0,0,0
Taylor,Haley,0.08813567777877106,-0.4001342481714902,0.16224150375405855,1,0,1.411714286413108,1,1,0.14003923132287968,0.795973033070942,1.0,0.5085644011612974,0.8844161501934207,0,0,1,0,0,0,0,0,0,1,0,0
Robinson,Jessica,1.3357590234843275,0.8291230630832639,-0.37058881498894736,0,1,-1.402427618128122,1,0,-1.7514821393468127,-1.5481049141813628,0.45965705490488445,0.0,-0.4261897799820302,0,0,1,0,0,0,0,0,0,1,0,0
Phillips,Richard,-0.9218451258876318,1.3188271952091388,0.3220905993769607,1,0,0.004643334142492988,0,0,-0.7064187502331128,-1.1689158344787838,0.27781438637839395,0.0,0.13277062997359254,0,0,0,1,0,0,1,0,0,0,0,0
Carpenter,Dennis,0.8604739394060203,-0.47009198133232866,0.13559998781690788,0,1,0.7081788102778006,1,1,-1.457476754359639,0.07206660818420094,0.5190110867944494,0.37255429194818096,-0.7108776906426579,0,0,0,1,0,0,0,0,0,1,0,0
Torres,Ryan,-0.26832813527995936,0.599261939840504,0.3553924942983986,0,1,0.7081788102778006,1,0,-0.14095706583300308,0.4512556878867796,0.5190110867944494,0.0,-1.4434282900254927,0,0,1,0,1,0,0,0,0,0,0,0
Stephenson,Shannon,-0.9812557613974202,0.21949138839594512,-1.1298720191977307,1,0,1.411714286413108,0,0,-0.020406185263041034,0.7270295640341095,1.0,0.0,0.23345293984137552,0,1,0,0,0,0,0,1,0,0,0,0
James,Robert,-1.3377195744561505,0.4093766641182246,1.6608267752187627,0,0,0.004643334142492988,0,0,-0.38552791706127143,0.9338599711446071,0.3672975637911546,0.0,0.27164278151536214,0,0,1,0,0,0,1,0,0,0,0,0
Rodriguez,Christopher,-1.100077032416997,0.46934043539894366,-0.010928349837418002,1,1,-0.6988921419928146,0,0,-1.1764804572037562,-0.7207832857393729,0.3124286573194488,0.0,-0.12414285037868128,0,0,1,0,0,0,0,1,0,0,0,0
Thomas,Jennifer,0.14754631328855947,-0.3201825531305295,0.00905278711544453,0,1,1.411714286413108,1,1,1.4053898410464383,-1.3757462415892816,0.07882831100743129,0.27733899412153395,-1.0354913448715444,0,0,1,0,0,0,1,0,0,0,0,0
Campbell,Nathan,1.3357590234843275,0.2294853502760673,0.0423546820368824,0,1,-0.6988921419928146,1,0,-0.6092842277594743,0.20995354625786605,0.6439637334359444,0.0,-1.332330568792077,1,0,0,0,0,1,0,0,0,0,0,0
Watkins,Christina,-0.5059706773191129,-0.17027312492873037,-2.015702424107978,1,0,1.411714286413108,0,0,1.0159844786297982,0.8649165021077745,1.0,0.4235381385941871,0.39489181600868273,0,0,0,1,0,1,0,0,0,0,0,0
Mcmahon,Margaret,-0.3277387707897478,-0.9597961134582064,-0.3372869200675095,1,0,-1.402427618128122,0,0,1.0671535574328757,-0.8241984892946215,0.5190110867944494,0.0,-0.6553288300259501,1,0,0,0,0,0,0,0,1,0,0,0
Young,Frank,-0.6842025838484782,0.07957592207426818,-1.4295890734906715,0,0,1.411714286413108,1,1,0.018621078230831572,1.209633847291937,0.723215699478127,0.33686903840832677,1.5944000249507178,0,0,0,1,0,1,0,0,0,0,0,0
Wade,Jessica,0.9198845749158087,0.919068720004341,0.39535476820412363,0,1,-1.402427618128122,1,1,0.41323007577998794,0.5546708914420284,0.7269816502729612,0.15338130995594965,0.5198767523962754,0,0,0,1,0,0,0,0,0,0,0,1
Chandler,Judy,1.0387058459353855,0.949050605644702,-0.3639284360046602,0,1,1.411714286413108,1,1,0.7150409134659361,-0.41053767507362654,1.0,0.3044284557071183,0.7767902327485492,0,0,1,0,0,0,0,0,1,0,0,0
Harrison,Jennifer,1.5139909300136927,0.19950346463570637,-1.6493815799721618,0,1,0.7081788102778006,1,1,-0.2693133991017397,-0.5484246131472915,0.11934970298934608,0.08411221659859759,0.5528588883874457,0,0,1,0,0,0,1,0,0,0,0,0
Petty,Joel,-1.5753621164953042,1.1689177670073396,1.1146756985071815,0,1,0.7081788102778006,0,1,-0.24069340587289975,1.5543511924760993,0.5558556071282558,0.366100725164051,-0.14844547689849097,0,0,1,0,0,0,0,1,0,0,0,0
White,Danny,-0.38714940629953615,0.8191291012031416,0.9348454659314167,1,1,-1.402427618128122,0,0,-1.4670167521025856,-0.9276136928498703,0.5190110867944494,0.0,-1.3062920403779952,0,0,1,0,0,0,0,1,0,0,0,0
Salinas,Kristina,1.395169658994116,-1.3995304361834844,0.4353170421098487,0,1,-1.402427618128122,0,1,-0.5858678696631509,0.4167839533683633,1.0,0.05548811803650474,0.99030616574402,0,0,1,0,0,0,0,1,0,0,0,0
Taylor,David,-1.218898303436574,0.42936458787846615,-1.203136188024894,0,0,-1.402427618128122,0,0,0.639588204044449,-0.893141958331454,0.45527447632332074,0.0,-1.4989771506422005,0,1,0,0,0,1,0,0,0,0,0,0
Davis,Tina,-1.6347727520050925,0.30943704531702515,-1.349664525679221,0,0,-1.402427618128122,1,1,-0.7922787299196326,0.24442528077628192,0.5562573290685651,0.0,-0.061650382184884944,0,0,1,0,0,0,0,0,0,0,1,0
Hamilton,Jessica,-0.44656004180932457,-0.11030935364801128,-0.27068313022463375,0,0,-1.402427618128122,0,1,-0.1470279734876055,-1.0310288964051189,0.6290963661287607,0.0,1.2541632536733822,0,0,1,0,0,0,0,0,0,0,1,0
Wells,Mary,0.028725042268982655,-0.6200014095341277,1.3810908578786845,1,0,0.7081788102778006,0,1,1.5042589085642488,-0.8241984892946215,0.10739039465140329,0.8287862283260582,1.5648896927480918,0,0,1,0,0,1,0,0,0,0,0,0
Lee,Mary,-1.0406663969072085,1.4987185090512989,-1.829211812547926,0,1,-0.6988921419928146,1,0,0.7011645531125592,1.519879457957683,0.5190110867944494,0.0,0.9677394411184824,0,0,1,0,0,0,0,1,0,0,0,0
Potter,Mark,0.7416526683864435,0.36940081659774426,0.7483548543713648,1,1,-0.6988921419928146,1,0,-1.1998968153000797,-0.7207832857393729,1.0,0.0,-0.056442676502068585,0,0,1,0,0,0,0,1,0,0,0,0
Peterson,Maureen,-1.4565408454757274,-0.14029123928837225,-0.13747555053888227,0,1,0.004643334142492988,1,1,-1.068071391942999,1.2785773163287695,0.28809004112455205,0.04669545660877568,-0.5077771690128199,0,0,0,1,0,0,0,0,1,0,0,0
Smith,Donna,0.8010633038962319,1.3588030427296192,-1.083249366307718,0,0,-0.6988921419928146,1,1,0.3950173528161807,1.347520785365602,0.5190110867944494,0.0,-1.1517967717877766,0,1,0,0,0,0,0,0,0,0,1,0
Allen,Melvin,0.3851888553277131,1.268857385808539,0.07565657695832027,0,0,-0.6988921419928146,0,0,0.19207558264804314,-0.031348595371047894,1.0,0.0,1.4607355790917647,1,0,0,0,0,1,0,0,0,0,0,0
Cochran,Corey,-0.7436132193582666,-0.8398685708967683,1.6941286701402005,0,0,-0.6988921419928146,0,1,-0.12968252304588435,-0.5139528786288754,0.13348019528149876,0.31812438544948135,-1.1118710282195177,1,0,0,0,0,1,0,0,0,0,0,0
Hernandez,Ryan,1.0387058459353855,-0.4001342481714902,0.7416944753870777,1,0,-0.6988921419928146,1,1,-0.6222933155907653,-0.23817900248154536,0.14014381568504847,0.0,1.3531096616468932,0,0,1,0,0,1,0,0,0,0,0,0
King,Jill,-0.5059706773191129,-1.649379483186483,-1.1032305032605805,1,0,1.411714286413108,0,1,0.4964882379002495,0.6580860949972769,0.5190110867944494,0.75743525458547,0.30288901561226034,0,0,1,0,0,0,0,0,0,0,0,1
Daniels,Anthony,0.3851888553277131,0.6792136348814647,0.3820340102355483,1,0,0.7081788102778006,0,0,-0.06550435641151604,-1.2033875689972002,0.11115942377528198,0.0,1.623910357153344,0,0,1,0,0,0,0,0,0,1,0,0
Mendoza,Roberto,0.9792952104255971,-0.3801463244112514,-0.6569851113133128,0,1,0.7081788102778006,0,1,0.24584647901737874,1.2785773163287695,0.5190110867944494,0.6531649640749273,-0.5338156974269017,0,1,0,0,0,0,0,0,0,1,0,0
Mathews,Megan,-0.8624344903778434,-1.0197598847389255,-0.8701172388105154,0,0,0.7081788102778006,0,1,-1.7514821393468127,0.03759487366578466,0.5190110867944494,0.2430826208217913,-0.6327621054004126,0,0,1,0,0,0,0,1,0,0,0,0
Cole,Sarah,-0.20891749977017096,0.32942496907726676,1.134656835460044,0,1,0.7081788102778006,1,1,0.9492044944291718,0.5201991569236122,0.448144489069527,0.2087084622984047,1.3131839180786344,0,1,0,0,0,0,1,0,0,0,0,0
Johnson,Willie,-1.5753621164953042,1.0290023006856628,0.46195855804699937,0,0,-0.6988921419928146,1,1,0.9110445034573852,0.03759487366578466,0.11449652485510209,0.0,-0.5424952068982622,0,0,0,1,1,0,0,0,0,0,0,0
Payne,Philip,1.3357590234843275,0.509316282919424,-0.07087176069600655,0,0,0.7081788102778006,0,0,0.9309917714653645,-1.47916144514453,1.0,0.0,-1.2004020248273959,1,0,0,0,0,0,0,1,0,0,0,0
Blanchard,Nicole,0.8604739394060203,-1.3195787411425237,0.9947888767900053,0,0,-1.402427618128122,0,1,-0.21120614012197378,0.03759487366578466,0.09268175368557754,0.0,0.2733786834096343,0,0,0,1,0,0,0,0,1,0,0,0
Howard,Victoria,0.5040101263472899,0.2994430834369058,1.1279964564757567,1,1,0.7081788102778006,0,1,1.6664388701943416,0.8649165021077745,1.0,0.9906586329444059,-1.0233400316116397,0,0,0,1,0,0,0,0,0,0,1,0
Jones,Steven,1.1575271169549624,-0.8798444184172486,0.8016378862456652,0,0,1.411714286413108,1,1,-0.873802346995722,1.1751621127735206,1.0,0.3214632966742746,1.3235993294442672,0,0,1,0,0,1,0,0,0,0,0,0
Perkins,Nicole,1.1575271169549624,0.2694611977965448,0.8416001601513913,1,0,-0.6988921419928146,0,0,-0.5164860678962662,1.1406903782551043,0.5190110867944494,0.0,-0.8827319781755979,0,0,1,0,0,0,0,0,1,0,0,0
Grimes,Denise,-1.3377195744561505,1.9384528317765768,-0.04423024475885587,0,0,-1.402427618128122,0,1,0.7098372783334197,-0.9965571618867028,0.5190110867944494,0.1794011317392006,-0.13108645795576976,0,0,1,0,0,1,0,0,0,0,0,0
Kennedy,Jason,0.8010633038962319,0.3394189309573861,0.05567544000545774,1,0,-0.6988921419928146,0,1,-0.2415606783949858,-0.341594206036794,0.5190110867944494,0.36438461413423073,0.6500693944666844,0,0,1,0,0,0,0,0,0,0,1,0
Smith,Heather,-0.3277387707897478,-0.15028520116849162,0.06233581898974493,1,1,0.004643334142492988,0,1,1.6759788679372882,1.347520785365602,0.13256920227988744,0.9757839037163242,-0.6917827698056647,0,0,1,0,0,1,0,0,0,0,0,0
Peterson,Nicholas,-0.6842025838484782,-0.04035162048717282,1.4343738897529847,0,1,0.7081788102778006,1,1,2.3541859802085856,1.0028034401814396,0.43352319569033937,0.6784670857363058,0.15012964891631372,0,0,1,0,1,0,0,0,0,0,0,0
Simpson,Kenneth,-0.44656004180932457,0.10955780771462631,-0.8701172388105154,1,0,1.411714286413108,1,0,-1.0316459460153846,0.27889701529469824,1.0,0.0,1.4728868923516694,0,0,1,0,1,0,0,0,0,0,0,0
Harrington,Allison,1.5734015655234812,-0.5300557526130506,-1.0765889873234302,1,0,0.7081788102778006,0,1,-0.4523079012618979,0.27889701529469824,0.6268793920300137,0.7508010329498971,-0.9157141141667682,1,0,0,0,0,1,0,0,0,0,0,0
Shaw,Nicholas,0.08813567777877106,-0.09032142988777253,1.2412228992086456,1,1,-0.6988921419928146,1,0,1.1304644515451578,-0.031348595371047894,0.7114066520766696,0.0,1.7141772556554942,1,0,0,0,0,0,0,1,0,0,0,0
Becker,Pamela,0.2663675843081363,0.3993827022381052,0.22884529359693428,1,0,-0.6988921419928146,0,0,-0.6266296782011955,0.5546708914420284,1.0,0.0,1.5735692022194525,0,0,0,1,0,0,1,0,0,0,0,0
White,Regina,0.5040101263472899,0.919068720004341,-1.143192777166306,0,0,0.004643334142492988,0,0,-1.6465421641743996,-1.306802772552449,0.12149587552006927,0.0,0.3098326231893488,0,0,1,0,0,1,0,0,0,0,0,0
Arroyo,Margaret,-0.6247919483386898,1.448748699650699,0.36205287328268576,0,1,-0.6988921419928146,1,1,2.015949696595023,-0.41053767507362654,0.5190110867944494,0.44905516773346216,0.48342281261656084,0,0,0,1,0,1,0,0,0,0,0,0
Zamora,Jenna,-1.2783089389463622,-1.2596149698618047,-0.9766833025591167,1,0,0.004643334142492988,0,1,0.25625374928241146,0.31336874981311447,1.0,0.4611124106169713,0.471271499356656,0,0,1,0,1,0,0,0,0,0,0,0
Bartlett,Aaron,1.2169377524647507,0.009618188913426888,1.3211474470200968,0,0,-1.402427618128122,0,0,0.16779195202963354,0.20995354625786605,1.0,0.0,0.18484768680175614,0,0,1,0,0,1,0,0,0,0,0,0
Hamilton,Greg,-1.1594876679267854,0.41937062599834396,-1.8158910545793512,0,0,0.004643334142492988,0,1,-0.34736792608948486,-0.9965571618867028,1.0,0.5439061138557535,0.24213244931273611,1,0,0,0,0,0,0,0,0,1,0,0
Hall,Emily,0.028725042268982655,-0.1003153917678919,2.1536948200560433,0,1,-0.6988921419928146,1,1,-0.7159587479760595,-0.4450094095920428,1.0,0.04110334893070381,1.049326830149272,0,0,1,0,1,0,0,0,0,0,0,0
Donovan,Christopher,-0.7436132193582666,1.268857385808539,1.1879398673343453,0,0,-0.6988921419928146,0,0,1.0159844786297982,-0.16923553344471282,0.4453659123157211,0.0,-0.3064125492772539,0,0,0,1,0,0,0,0,0,0,1,0
Vance,Michael,-1.100077032416997,-0.07033350612753095,-0.050890623743144014,0,1,0.004643334142492988,1,0,1.0394008367261218,-0.893141958331454,0.5190110867944494,0.0,-0.16233269205266793,0,0,0,1,0,0,0,0,1,0,0,0
Martin,Tammy,-0.44656004180932457,-1.0497417703792864,0.3753736312512611,0,0,-0.6988921419928146,0,0,-0.028211637961815555,-0.617368082184124,0.5404914744715135,0.0,0.20394260763874947,0,0,0,1,1,0,0,0,0,0,0,0
Rodriguez,Kevin,0.5040101263472899,2.0483864124578957,-1.8225514335636384,1,0,1.411714286413108,0,1,-1.006495042874889,0.4512556878867796,0.6258868233087228,0.3162179873111058,-1.2941407271180905,0,0,1,0,0,0,0,1,0,0,0,0
Bray,Victoria,-0.9218451258876318,-1.1596753510606053,-1.596098548097861,0,1,0.004643334142492988,1,1,0.19901376282473163,1.519879457957683,0.5190110867944494,0.3896315662754496,-0.20746614130374305,0,1,0,0,0,0,0,0,1,0,0,0
Williams,Tamara,-1.0406663969072085,1.0789721100862624,-1.4895324843492597,1,1,-0.6988921419928146,0,0,-0.10886798251581895,1.6577663960313482,0.8076044347177798,0.09367473335414758,-0.9052987028011354,0,0,0,1,0,0,0,0,0,0,0,1
Clarke,Jennifer,-1.6347727520050925,2.378187154501855,-0.2840038881932091,0,0,0.7081788102778006,0,1,0.28140465242290713,-0.3071224715183779,1.0,0.44936844884246885,-0.9660552691006596,0,0,1,0,1,0,0,0,0,0,0,0
Espinoza,Maria,-1.515951480985516,0.11955176959474569,0.015713166099731727,0,1,0.004643334142492988,0,0,2.735785889926451,0.8649165021077745,0.07358456987566436,0.27200809015648425,0.3619096800175124,0,0,1,0,0,0,0,0,0,0,1,0
Bell,Robert,0.9792952104255971,0.8191291012031416,0.6351284116384759,1,1,0.7081788102778006,1,1,-1.7514821393468127,-1.1344440999603675,0.5378035160289555,0.35835405943098053,-0.02519644240517042,0,0,0,1,0,0,0,0,0,1,0,0
Rodriguez,Donna,1.6328122010332695,0.9390566437645826,0.7083925804656398,1,1,-0.6988921419928146,0,1,0.28140465242290713,-0.7207832857393729,0.6481439118828312,0.716122170736578,0.1744322754361234,0,1,0,0,0,0,0,1,0,0,0,0
Mcdowell,Shannon,0.8604739394060203,-0.4900799050925702,-1.236438082946332,1,0,0.7081788102778006,1,1,-0.10192980233913047,-1.0655006309235353,0.7297161684423175,0.1997580899320674,-1.3410100782634375,0,0,1,0,0,1,0,0,0,0,0,0
Williams,Timothy,0.5634207618570782,2.378187154501855,1.0680530456171682,0,1,0.004643334142492988,1,0,-0.9579277816380697,1.106218643736688,0.11557971188764099,0.0,-1.6465288116553307,0,1,0,0,0,0,0,0,1,0,0,0
Sanders,Christian,0.7416526683864435,-0.14029123928837225,-0.8035134489676397,0,1,-0.6988921419928146,1,0,-1.3560058692755703,1.209633847291937,0.5190110867944494,0.0,-0.8723165668099652,0,0,1,0,1,0,0,0,0,0,0,0
Edwards,Michael,1.1575271169549624,-0.7599168758558076,-0.8301549649047899,0,0,0.7081788102778006,1,1,-0.4124133652459392,-0.8241984892946215,0.5352765926745389,0.08716008557528765,1.1829912760082253,0,0,0,1,0,0,0,0,0,1,0,0
Morales,Glenn,0.028725042268982655,-1.2296330842214465,-0.9167398917005286,1,0,1.411714286413108,1,1,0.4435846140529999,0.795973033070942,0.11572978042856111,0.45995239488162,1.0163446941581018,1,0,0,0,0,0,0,0,0,0,1,0
Garza,Molly,0.6822420328766551,0.3394189309573861,0.3021094624240972,1,1,1.411714286413108,0,1,0.2753337447683047,-0.37606594055521025,0.5190110867944494,0.831360886106013,0.14318604133922525,0,1,0,0,0,0,0,1,0,0,0,0
Perry,Dawn,-1.3377195744561505,-1.4095243980636039,2.020487240370292,1,0,0.7081788102778006,1,0,0.1643228619412893,0.9683317056630234,0.5190110867944494,0.0,0.7125618626604807,0,0,1,0,0,0,0,0,0,0,0,1
Rivas,Eric,1.692222836543058,1.5386943565717792,0.3753736312512611,0,0,1.411714286413108,1,1,1.8581060975753605,-0.37606594055521025,0.6422346744907531,0.34103681197778607,-0.3567537042111454,0,0,0,1,0,0,0,0,1,0,0,0
Nguyen,Mark,1.4545802945039044,-0.4001342481714902,2.1137325461503176,0,0,-0.6988921419928146,0,0,-1.0099641329632332,-1.617048383218195,1.0,0.0,-0.17969171099538914,0,1,0,0,0,0,0,0,1,0,0,0
Foster,Gabrielle,-1.6347727520050925,-0.4501040575720899,0.09563771391118281,1,0,-0.6988921419928146,0,0,1.0376662916819497,-0.7552550202577889,0.5190110867944494,0.0,1.5023972245542956,0,1,0,0,0,0,0,0,0,0,0,1
Gonzalez,Noah,0.6822420328766551,1.5986581278524983,-1.2630795988834822,0,1,-0.6988921419928146,0,1,0.05071016154801571,0.9683317056630234,1.0,0.3941504722087375,1.512812635919928,1,0,0,0,0,0,0,0,0,1,0,0
Hurley,Debra,-1.5753621164953042,-1.6293915594262443,0.9681473608528546,1,1,-1.402427618128122,0,1,-0.08024798928697903,-1.2723310380340327,1.0,0.20072384444522354,-1.0667375789684426,0,0,1,0,0,0,0,0,1,0,0,0
Meyers,Alexandria,1.692222836543058,0.15952761711522603,1.514298437564436,0,1,0.004643334142492988,1,1,0.8459990643009309,0.27889701529469824,0.5190110867944494,0.18036028230792864,1.5735692022194525,0,0,0,1,0,0,0,0,0,0,1,0
Garcia,Christopher,0.4445994908375015,-0.160279163048611,-0.17743782444460734,0,0,-1.402427618128122,0,1,-0.9284405158871437,0.10653834270261721,1.0,0.0,-1.22817645513575,0,1,0,0,0,0,0,1,0,0,0,0
Ochoa,Joseph,0.5634207618570782,-0.6799651808148497,2.586619454034736,1,0,0.004643334142492988,0,1,-0.1487625185317776,-1.0999723654419515,0.4481785430845819,0.5236602434372704,-0.31856386253715874,0,0,1,0,0,0,0,0,0,0,0,1
Rodriguez,Timothy,0.9198845749158087,2.118344145618734,-0.5570794265489992,0,1,-1.402427618128122,1,1,-1.7514821393468127,-1.6515201177366114,0.6322735864938314,0.0,-0.6778955546514877,0,0,1,0,0,0,0,0,0,1,0,0
Baxter,James,-0.38714940629953615,1.998416603057296,-0.09085289764886907,0,0,1.411714286413108,0,1,-1.4184494908657663,-0.7207832857393729,0.5190110867944494,0.3525174362421963,-0.9018268990125912,0,0,1,0,0,0,0,0,0,0,0,1
Palmer,Karen,-1.4565408454757274,0.2694611977965448,1.3411285839729592,0,0,-1.402427618128122,0,1,0.4678682446714096,0.9338599711446071,0.37347827132584593,0.1706636918327828,1.0996679850831637,1,0,0,0,0,0,0,1,0,0,0,0
Page,Ashley,-1.0406663969072085,0.13953969335498728,0.12893960883262068,0,0,1.411714286413108,0,1,1.0021081182764213,0.6925578295156931,0.7228765060965346,0.6910402730717609,1.1829912760082253,0,1,0,0,0,0,0,0,0,0,1,0
Mccarthy,Jason,-1.218898303436574,2.228277726300056,-0.44385298381611077,0,1,-0.6988921419928146,1,1,2.38627506352577,0.6925578295156931,0.5190110867944494,0.6488394973620206,-1.2004020248273959,0,0,1,0,0,0,0,0,0,0,0,1
Durham,Robert,-0.20891749977017096,0.509316282919424,-0.29066426717749627,1,1,0.004643334142492988,0,1,0.2840064699891653,0.8993882366261908,0.462038719607513,0.8394517808867867,-0.5459670106868065,0,0,0,1,0,0,0,0,0,0,0,1
Nelson,Elizabeth,0.5634207618570782,0.25946723591642545,1.9272419345902656,1,0,0.7081788102778006,0,0,0.28487374251125136,0.6925578295156931,1.0,0.0,0.14318604133922525,1,0,0,0,1,0,0,0,0,0,0,0
Brooks,Kimberly,-0.8624344903778434,0.30943704531702515,0.9281850869471295,0,0,-0.6988921419928146,0,1,-1.0394513987141591,-0.41053767507362654,0.44665111469180635,0.0,0.0442396333657144,0,0,1,0,0,0,1,0,0,0,0,0
Hill,Anthony,-0.14950686426038257,-0.62999537141425,0.00905278711544453,0,1,0.7081788102778006,1,1,0.2094210330897643,-0.7897267547762052,0.5190110867944494,0.3259065005435222,-1.1656839869419535,0,0,1,0,0,0,1,0,0,0,0,0
Chavez,Mary,0.2663675843081363,-0.570031600133528,-0.15745668749174482,0,0,-1.402427618128122,1,1,-0.722896928152748,-1.5136331796629465,0.5190110867944494,0.0,-1.6152825775584327,1,0,0,0,0,1,0,0,0,0,0,0
Rhodes,Amanda,-0.20891749977017096,0.3993827022381052,0.26214718851837215,1,1,0.7081788102778006,1,1,-0.32308429547107526,1.6232946615129318,0.6227351915538346,0.6892179954447909,1.695082334818501,0,0,1,0,0,0,0,0,1,0,0,0
Schneider,Christopher,1.2763483879745392,1.1389358813669814,-0.277343509208921,1,0,0.7081788102778006,1,1,0.50516096312111,-1.5481049141813628,0.12823741612755826,0.6936102332506683,-0.9799424842548367,0,0,1,0,0,0,0,0,0,0,0,1
Johnson,Alexander,-0.26832813527995936,-0.7998927233762879,0.5485434848427376,0,0,0.7081788102778006,0,1,0.9925681205334747,-1.2723310380340327,0.12862316923594913,0.5937918838588234,-0.5043053652242756,0,1,0,0,0,0,0,0,0,1,0,0
Juarez,Joshua,0.6822420328766551,1.8684950986157356,0.8416001601513913,1,1,-1.402427618128122,1,1,0.23804102631860422,-1.1689158344787838,0.2870320579110651,0.019658036222883528,1.4346970506776828,1,0,0,0,0,0,0,0,0,0,1,0
Washington,Derrick,0.6228313973668667,0.3394189309573861,0.6151472746856134,1,1,-0.6988921419928146,0,1,1.1009771857942319,-1.582576648699779,1.0,0.431400627414924,1.712441353761222,1,0,0,0,0,0,1,0,0,0,0,0
Morgan,Amy,-0.6247919483386898,0.7491713680423032,-0.32396616209893414,1,0,0.7081788102778006,1,0,0.3351755487922427,-1.0999723654419515,1.0,0.0,0.2247734303700149,0,0,1,0,1,0,0,0,0,0,0,0
Watson,Nancy,0.7416526683864435,0.919068720004341,1.061392666632881,0,1,1.411714286413108,1,0,0.5242409586070034,-0.4794811441104591,1.0,0.0,-0.4713232292331053,0,0,1,0,0,0,0,0,0,1,0,0
Wright,Christopher,0.9792952104255971,-0.03035765860705345,0.9614869818685674,0,1,-0.6988921419928146,1,0,-1.7514821393468127,1.0028034401814396,0.5190110867944494,0.0,1.6325898666247045,0,0,1,0,0,1,0,0,0,0,0,0
Rodgers,Kyle,-0.6247919483386898,-1.1496813891804858,1.5476003324858738,1,1,-1.402427618128122,1,1,-1.2406586238381245,-1.2033875689972002,0.5190110867944494,0.0,-1.5944517548271673,0,1,0,0,0,0,0,1,0,0,0,0
Gonzalez,Keith,-1.5753621164953042,-1.4395062837039647,-0.7302492801404763,1,1,-1.402427618128122,1,0,-1.2137731756534567,0.795973033070942,0.15507755946225438,0.0,1.4780945980344857,0,0,0,1,0,1,0,0,0,0,0,0
Newman,Megan,0.6822420328766551,0.41937062599834396,0.8948831920256917,0,1,-0.6988921419928146,0,1,-1.1175059257019042,0.6580860949972769,0.5190110867944494,0.02277330190851448,-1.0025092088803742,0,0,1,0,0,0,1,0,0,0,0,0
Stone,Christopher,-0.44656004180932457,-0.48008594321245085,0.9548266028842802,0,0,-0.6988921419928146,0,0,0.7497318143493784,1.071746909218272,0.6407155191072846,0.0,1.148273238122783,0,0,1,0,0,0,0,0,0,1,0,0
